claim_id,section,statement,claim_type,tier,evidence,status,priority,last_checked,note,source_ref,stale_after
6.3-glp1-thickness-25-50pct,6.3,GLP-1 受體促效劑使糖萼厚度恢復 25-50%。,therapeutic,,~PMID:32326806,unsupported,high,2026-08-13,一手研究存在且設計良好：PMID:32326806（Ikonomidis 等，160 人隨機分派，liraglutide 為其中一組），但計量為 PBR（微米），非厚度恢復百分比，且測量時點為 4 與 12 個月。另 NCT03010683 亦以 PBR 微米報告 liraglutide 組於基線、3、6、12 個月的數值（2.1→2.07→2.5→2.04 μm）。「25-50%」查無出處。〔欄位層級發現〕本列屬 §5.5 治療總表「修復幅度（動物/人體）」欄。本批抽樣六類藥物、三個獨立文獻圈（PBR 糖尿病、Sulodexide 糖尿病、重症醫學敗血症），無一使用「厚度恢復百分比」此一計量。詳見批次報告 2026-08-13f。 〔2026-08-13 更正〕原填 tier=rct，違反 SCHEMA §7「不對位文獻（~）不計入 tier」，改為留空。,glycocalyx/heparanase#5.5,
6.3-heparanase-inhibition-blocks-multiple-diseases,6.3,抑制 heparanase 可同時阻斷多種重大疾病的進展。,therapeutic,,,unverified,med,,§6.6 第 3 點，原文附「未來10年最有潛力的治療標的」為評價語未納入。本句是節點 7 收錄理由的核心宣稱——若不成立，跨疾病的 heparanase 論述即失去共同基礎,glycocalyx/heparanase#6.6,
6.3-heparanase-inhibitor-dn-animal,6.3,PG545 與 Roneparstat 在糖尿病鼠中完全阻止神經病變。,therapeutic,,,unverified,high,,「完全阻止」為絕對宣稱。與 6.3-heparanase-inhibitor-dr-animal（同兩個化合物在動物模型完全阻止 DR）為同一句式的第二次出現，器官不同。兩列須同批查證並確認是否出自同一份研究,glycocalyx/heparanase#4.5,
6.3-heparanase-inhibitor-dr-animal,6.3,Roneparstat 與 PG545 在動物模型中完全阻止糖尿病視網膜病變發生。,therapeutic,,,unverified,high,,「完全阻止」為絕對宣稱，逐字保留，但查證時須確認原始研究的效果量。與 6.1-heparanase-inhibitor-target（已判 partial）的既有查證對照：該列 note 記載 pixatimod（PG545）與 roneparstat（SST0001）皆為 HS mimetic 異質性混合物、登錄適應症皆為腫瘤,glycocalyx/heparanase#3.5,
6.3-heparanase-inhibitor-dr-phase1,6.3.1,Roneparstat 與 PG545 已進入人體第一期試驗。,fact,,NCT:NCT01764880;NCT:NCT02042781,verified,high,2026-08-13,statement 字面成立：Roneparstat 有 NCT01764880（Phase 1，多發性骨髓瘤，Completed），PG545 有 NCT02042781（Phase Ia，晚期實體瘤）。兩者確實都進入過人體第一期。〔重要〕但原文將本句置於 §3.5 糖尿病視網膜病變的「未來候選藥物」項下，而兩個試驗的登錄適應症皆為腫瘤，**無任何 DR 適應症的人體試驗**。建列 note 標記的落差經查證確認存在，屬原文的置放問題而非 statement 本身為假，已提為修訂建議。stale_after 取 24 個月檔——「已進入」為已達成的里程碑，不會逆轉，見本批報告 §5 對 §13 分檔的檢討,glycocalyx/heparanase#3.5,2028-08-13
6.3-heparanase-inhibitor-phase2,6.3.1,PG545 與 Roneparstat 已進入人體第二期試驗。,fact,,NCT:NCT05061017;!NCT:NCT01764880,partial,high,2026-08-13,PG545（Pixatimod）成立：NCT05061017 登記為 Phase 2。Roneparstat **不成立**：NCT01764880 為其唯一登記人體試驗，階段 Phase 1，從未有 Phase II 登記存在，以 ! 標記為反駁證據。statement 將兩個化合物綁在同一句而其中一個為假，故判 partial。〔注意〕本列與 6.3-heparanase-inhibitor-dr-phase1（來源 §3.5）的衝突已解：兩者皆進入過 Phase I 為真，但僅 PG545 進入 Phase II，故 §3.5 正確而 §4.5 錯誤。STATUS §3.20 的實例,glycocalyx/heparanase#4.5,2028-08-13
6.3-heparanase-inhibitors-20-plus-trials,6.3.1,全世界至少有 20 個以上 heparanase 抑制劑進入臨床試驗階段。,fact,,!PMID:32907434,unsupported,high,2026-08-13,論域：曾登記於試驗註冊系統、且以 heparanase 抑制為機制主張的化合物。列舉結果為四個：Muparfostat (PI-88)、Roneparstat (SST0001)、Necuparanib (M402)、Pixatimod (PG545)。多篇獨立綜述一致，其中 PMID:32907434 逐字稱此四者為迄今唯一到達臨床試驗階段者。 statement 稱「至少 20 個以上」，實際為 4 個，差距達五倍。依 §3A 替換 3B 第二類，存在命題只求證真：檢索目標為湊數，湊到即停。本次列舉僅得 4 個，且多篇綜述明言此為全部，**故本判定為終局而非待續**，以 ! 標記反駁證據。〔注意〕建列 note 已指出本列與同節管線總表（僅列 6 個化合物，其中 3 個已終止、1 個仍在前臨床）差距一個數量級，本次確認總表較接近事實,glycocalyx/heparanase#6.6,2027-08-13
6.3-heparin-analog-sulodexide-class,6.3.2,Sulodexide 屬肝素類似物類的 heparanase 抑制劑。,fact,in_vitro,DOI:10.1186/1479-5876-10-213,verified,med,2026-08-13,J Transl Med 2012 以 ELISA 測得 sulodexide 抑制 heparanase-1，IC50 5 μg/mL，且明載抑制活性「完全來自其肝素成分」（exclusively in virtue to the heparin component），20% dermatan sulfate 無貢獻。此細節正面支持「肝素類似物類」的歸類，而非僅為分類慣例,glycocalyx/heparanase#6.5,
6.3-monitoring-biomarker-target-50pct,6.3,糖萼保護治療的追蹤目標為血中 Syndecan-1 與 heparan sulfate 下降超過 50%。,therapeutic,,,unverified,high,,出自 §5.7。此為治療目標值而非療程或劑量，故建列。原文的追蹤頻率（每 3-6 個月）屬療程安排，依 CLAUDE.md 第 6 條不納入,glycocalyx/heparanase#5.7,
6.3-muparfostat-phase3-failed,6.3,Muparfostat 在肝癌與黑色素瘤的多項 Phase III 試驗均未達主要端點，開發終止。,therapeutic,,,unverified,high,,管線總表第 5 列，適應症為肝癌術後輔助治療。本列與 Necuparanib 一列是本帳本僅有的兩條「該類藥物在 Phase III 失敗」的紀錄，與本檔他處對 heparanase 抑制劑的樂觀論述形成對照,glycocalyx/heparanase#6.7,
6.3-muparfostat-sulfated-oligosaccharide,6.3.2,Muparfostat（PI-88）為硫酸化寡醣混合物。,fact,in_vitro,PMID:17000682;PMID:32907434,verified,med,2026-08-13,PMID:17000682 述為 a mixture of highly sulfated oligosaccharides。PMID:32907434 更精確：高度硫酸化的單磷酸化甘露糖寡醣混合物，來源為酵母 Pichia holstii 的胞外磷酸甘露聚醣。〔注意〕與其餘三個 HS mimetic 不同，Muparfostat 非肝素衍生物而是甘露糖骨架，此差異 statement 未表達但不影響其為真,glycocalyx/heparanase#6.7,
6.3-natural-inhibitors-sulforaphane-quercetin,6.3.2,Sulforaphane 與槲皮素屬天然的 heparanase 抑制劑，用於輔助治療。,fact,,,unsupported,med,2026-08-13,兩種措辭檢索（sulforaphane+quercetin+heparanase；quercetin+HPSE+IC50+flavonoid）均無任何 heparanase 抑制文獻。兩化合物有據可查的酶抑制標的分別為 HDAC／STAT5／BACE1（sulforaphane）與 MCT6／PI3K／α-amylase／sEH／凝血酶（槲皮素），無一為 heparanase。檢索範圍：PubMed 與 Europe PMC 經 web 檢索，2026-08-13。〔注意〕原文 §6.5 表給本列的抑制強度符號為 +（全表最低），與查無支持的結果方向一致,glycocalyx/heparanase#6.5,
6.3-necuparanib-glycol-split-mimetic,6.3.2,Necuparanib（M402）為 glycol-split 的 HS mimetic。,fact,animal,PMID:21698156;PMID:32907434,verified,med,2026-08-13,M402 = Necuparanib（Momenta）確認。PMID:21698156 為 M402 的原始表徵論文（HS mimetic、低抗凝血活性、B16F10 鼠轉移模型）。PMID:32907434 逐字為 necuparanib (M-402) is another glycol-split HS mimetic similar to roneparstat，補上 glycol-split 這一項,glycocalyx/heparanase#6.7,
6.3-necuparanib-phase2-futility-halted,6.3,Necuparanib 用於胰腺癌的 Phase I/II 試驗因中期無效分析未達療效而於 2016 年中止，開發完全終止。,therapeutic,,,unverified,high,,管線總表第 4 列，具名試驗 NCT01621243，與 gemcitabine 及 nab-paclitaxel 聯用。〔注意〕M402 在 §2.5 被列為「二期試驗中」的未來候選藥物，而本列指其 2016 年即已終止，兩處衝突,glycocalyx/heparanase#6.7,
6.3-next-gen-inhibitors-5-8-ind-enabling,6.3.1,至少有 5-8 個學術或生技公司的新一代抗 heparanase 單株抗體或小分子項目處於 IND-enabling 階段。,fact,,,unsupported,high,2026-08-13,**論域不可列舉，依 backfill.md §3A 替換 3B 第三類，零檢索直接判定。** IND-enabling 為新藥臨床試驗申請遞件前的階段，法律上無公開揭露義務，公開來源結構性地不存在此類項目的完整清單。因此「5-8 個」既無法證真亦無法證偽——不是查不到，是不可能查到。〔注意〕本列的 unsupported 屬「不可能查到」型，**永遠不會翻案**，與「查了沒有」型的 unsupported 意義不同，重驗時不應重跑檢索,glycocalyx/heparanase#6.7,2027-08-13
6.3-no-approved-specific-heparanase-inhibitor,6.3.1,目前沒有任何 heparanase 特異性抑制劑獲得核准上市。,fact,,PMID:32907434,verified,high,2026-08-13,論域：曾登記於試驗註冊系統、且以 heparanase 抑制為機制主張的化合物。列舉結果為四個：Muparfostat (PI-88)、Roneparstat (SST0001)、Necuparanib (M402)、Pixatimod (PG545)。多篇獨立綜述一致，其中 PMID:32907434 逐字稱此四者為迄今唯一到達臨床試驗階段者。 四者無一獲准上市：Muparfostat 於肝癌 Phase III 未達主要端點、Roneparstat 停滯於 Phase I、Necuparanib 於 Phase II 因無效性分析中止、Pixatimod 的 Phase II 已於 2024-02 提前終止收案。〔注意〕與 6.3-sulodexide-approval-eu-asia 並存而不矛盾——限定詞「特異性」是關鍵：Sulodexide 為 GAGs 混合物，其核准適應症為血栓與慢性靜脈疾病，非以 heparanase 抑制為機制取得藥證,glycocalyx/heparanase#6.7,2027-02-13
6.3-noncoag-heparin-10-100x-sulodexide,6.3,非抗凝修飾肝素對 heparanase 的抑制強度比 sulodexide 強 10-100 倍。,therapeutic,in_vitro,PMID:26762172;DOI:10.1186/1479-5876-10-213,partial,high,2026-08-13,**方向成立，倍數需限定。**兩個 IC50 皆有出處但**單位不同**：Roneparstat 3 nM（莫耳濃度，PMID:26762172）、Sulodexide 5 μg/mL（質量濃度，DOI:10.1186/1479-5876-10-213 及 iScience 綜述）。要比較必須經分子量換算，而換算結果取決於採用哪個分子量：以 sulodexide 肝素成分 MW 約 7000 Da 計，5 μg/mL ≈ 714 nM，比值約 238 倍；以 Roneparstat MW 15000-25000 Da 反算其質量濃度約 0.06 μg/mL，比值約 83 倍。**區間落在 80-240 倍，跨越且超出所稱的「10-100 倍」上界。**〔重要〕兩個數值來自不同實驗室、不同分析方法，直接相除本身即不嚴謹。statement 建議改為「約兩個數量級」或註明換算依據,glycocalyx/heparanase#5.5,
6.3-noncoag-heparin-evidence-2a,6.3,非抗凝修飾肝素對糖萼保護的臨床證據等級為 2A。,therapeutic,,,unsupported,high,2026-08-13,原文附「動物完全阻止 DKD/DR，Phase II 進行中」。後半已由 6.3.1 節點反駁：該類三成員無一「進行中」——Roneparstat 停滯於 Phase I（NCT01764880，多發性骨髓瘤，2016 完成）、Necuparanib 的 Phase II 於 2016 年因無效性分析中止、Pixatimod 的 Phase II 於 2024-02 提前終止收案，且三者的登錄終點皆為腫瘤療效而非糖萼。前半「動物完全阻止 DKD/DR」屬動物資料，即使成立亦不支持「臨床證據等級」。〔欄位層級發現〕本列屬 §5.5 治療總表「臨床證據等級（2025）」欄。該欄的等級**是為別的終點給的**——具名試驗的主要終點為心血管、腎臟或視網膜結果，無一以糖萼為終點，而欄標題寫的是「對糖萼保護的臨床證據等級」。詳見批次報告 2026-08-13h §2。,glycocalyx/heparanase#5.5,
6.3-noncoag-heparin-inhibitor,6.3,非抗凝肝素衍生物（如 N-desulfated heparin、SST0001）可抑制 heparanase。,therapeutic,in_vitro,PMID:26762172,verified,high,2026-08-13,成立且有精確數值。Roneparstat（SST0001）對人類 heparanase 的 IC50 ≈ 3 nM，屬個位數奈莫耳等級，文獻稱其為「迄今開發出最強效的 heparanase 抑制劑之一」。N-去硫酸化／乙醯化的 glycol-split 肝素衍生物（含 ODSH、100NA-ROH）皆展現奈莫耳級 IC50。statement 的兩個舉例（N-desulfated heparin、SST0001）與化學類別皆與文獻相符,glycocalyx/heparanase#1.5;glycocalyx/heparanase#2.5;glycocalyx/heparanase#5.5,
6.3-noncoag-heparin-minimal-anticoagulation,6.3.2,N-去硫酸化或乙醯化的修飾肝素幾乎不具抗凝血作用。,fact,in_vitro,PMID:26762172;PMID:27842848,verified,med,2026-08-13,statement 的「幾乎不具抗凝血作用」對應文獻 non-anticoagulant 與 lack of anticoagulant activity。PMID:27842848 說明抗凝血活性的消除來自 ATIII 結合區的葡萄糖醛酸殘基被 glycol-split 破壞。與 6.3-roneparstat-n-acetylated-glycol-split 併看，兩列同源且不矛盾,glycocalyx/heparanase#5.5,
6.3-noncoag-heparin-thickness-70-90pct,6.3,非抗凝修飾肝素使糖萼厚度恢復 70-90%。,therapeutic,,,unsupported,high,2026-08-13,「70-90%」查無出處，且**該類化合物無任何人體糖萼數據可支持此值**。依 6.3.1 節點已確認：Roneparstat 停滯於 Phase I（多發性骨髓瘤，非糖萼終點）、Necuparanib 的 Phase II 於 2016 年中止、Pixatimod 的 Phase II 於 2024-02 提前終止收案，三者的登錄終點皆為腫瘤療效而非糖萼厚度。欄標題為「動物/人體」，但人體部分不存在。〔檢索範圍〕本列未對該三化合物的動物文獻做窮盡檢索，判定依據為欄位層級的計量不存在加上人體數據缺席。〔欄位層級發現〕本列屬 §5.5 治療總表「修復幅度（動物/人體）」欄。本批抽樣六類藥物、三個獨立文獻圈（PBR 糖尿病、Sulodexide 糖尿病、重症醫學敗血症），無一使用「厚度恢復百分比」此一計量。詳見批次報告 2026-08-13f。,glycocalyx/heparanase#5.5,
6.3-ovz-hs1638-dbdb-mouse-full-block,6.3,OVZ/HS-1638 在 db/db 小鼠中完全阻止蛋白尿與視網膜滲漏。,therapeutic,,,unverified,high,,管線總表第 6 列，具名出處為 2024 年 Cardiovascular Diabetology 論文。「完全阻止」為絕對宣稱,glycocalyx/heparanase#6.7,
6.3-ovz-hs1638-more-stable-cheaper,6.3.2,OVZ/HS-1638 比商業化的 heparanase 抑制劑更穩定且合成成本更低。,fact,,~PMID:38302978,unsupported,med,2026-08-13,"一手文獻（Cardiovasc Diabetol 2024, db/db 鼠）未測量穩定度，未提合成成本，亦未指名比較對象，故以 ~ 標記為相關但不對位。不對位維度：該文的終點是糖萼厚度與微血管通透性，本列宣稱的是化學／製程屬性。「更穩定、成本更低」僅見於該研究發布的新聞稿與二次報導，屬研究者前瞻性自述，無一手數據。同一報導並載明該研究無法確認 OVZ/HS-1638 在體內是否降低 heparanase 活性。statement 的比較對象「商業抑制劑」未具名，即使取得數據也無法對位",glycocalyx/heparanase#6.7,
6.3-ovz-hs1638-preclinical-small-molecule,6.3.1,OVZ/HS-1638 為新一代小分子 heparanase 抑制劑，處於前臨床動物模型階段。,fact,,PMID:38302978,verified,high,2026-08-13,成立。PMID:38302978（Cardiovasc Diabetol 2024）為 db/db 第二型糖尿病鼠研究，14 天腹腔給藥，終點為糖萼厚度、視網膜溶質通量與腎小球白蛋白通透性，確認處於前臨床動物模型階段。開發者為布里斯托大學。〔注意〕同研究的二次報導載明**該研究無法確認 OVZ/HS-1638 在體內是否降低 heparanase 活性**，此點與 6.3-ovz-hs1638-more-stable-cheaper（已判 unsupported）併看。原文的「預計 2026–2027 進入 Phase I」為預測，依既有處置不建列,glycocalyx/heparanase#6.7,2027-08-13
6.3-pg545-pixatimod-phase2-cancers,6.3.1,PG545 與 Pixatimod 屬小分子抑制劑，處於 Phase II，適應症為多種癌症。,fact,,NCT:NCT05061017,partial,high,2026-08-13,事實內容成立：Phase II（NCT05061017）、多種癌症（黑色素瘤、NSCLC、MSS mCRC）皆與註冊相符。但 statement 將 PG545 與 Pixatimod 表述為兩個並列主體，而 6.3-pixatimod-pg545-same-compound 已確認兩者為同一化合物，故 statement 須修訂。〔注意〕「處於 Phase II」的現在式與註冊狀態 Completed 有落差，見 6.3-pixatimod-only-active-oncology-compound。tier 依 §3A 留空,glycocalyx/heparanase#6.5,2027-08-13
6.3-pixatimod-dual-heparanase-tlr9,6.3,Pixatimod 為 cholestanol-四醣共軛物，兼具 heparanase 抑制與 TLR9 激動作用。,mechanism,,,unverified,high,,管線總表第 2 列類型欄。TLR9 激動作用為本帳本首次出現，且與 heparanase 抑制的方向不同——一為抑制降解酵素、一為激活先天免疫，查證時須分開,glycocalyx/heparanase#6.7,
6.3-pixatimod-monotherapy-phase1a,6.3,Pixatimod 單藥 Phase Ia 試驗中有 6 例疾病穩定。,therapeutic,,,unverified,high,,管線總表第 2 列，具名試驗 NCT02042781。原文的最大耐受劑量依 CLAUDE.md 第 6 條未納入,glycocalyx/heparanase#6.7,
6.3-pixatimod-mpdac-no-response,6.3,Pixatimod 與 nivolumab 聯用於轉移性胰腺癌的 cohort 無客觀緩解。,therapeutic,,,unverified,high,,管線總表第 2 列，同屬 NCT05061017。與同列 MSS mCRC 的結果並存，兩列互相標註——同一試驗不同 cohort 的結果相反,glycocalyx/heparanase#6.7,
6.3-pixatimod-nivolumab-mss-mcrc,6.3,Pixatimod 與 nivolumab 聯用於 MSS 轉移性結直腸癌的試驗中有 3 例部分緩解與 8 例疾病穩定。,therapeutic,,,unverified,high,,管線總表第 2 列，具名試驗 NCT05061017（Phase Ib）。原文的劑量依 CLAUDE.md 第 6 條未納入,glycocalyx/heparanase#6.7,
6.3-pixatimod-no-diabetes-trial,6.3.1,Pixatimod 沒有糖尿病相關的臨床試驗。,fact,,NCT:NCT05061017,verified,med,2026-08-13,藥物層級的註冊彙整（PatSnap 以 PG-545 為主鍵列出 4 個試驗）與開發適應症清單（GlobalData）皆無糖尿病項目；已登記適應症為晚期實體瘤、MSS mCRC、NSCLC、黑色素瘤、胰腺癌、登革熱、COVID-19。檢索範圍：ClinicalTrials.gov、澳洲 ANZCTR（ACTRN12617001573347）、藥物資料庫彙整。〔注意〕本列為缺席證據，非正面記錄；未逐一查詢 ChiCTR、CTRI 等非英語系統，但藥物層級彙整涵蓋 WHO ICTRP 索引來源。stale_after 取 6 個月檔（全域否定型）,glycocalyx/heparanase#6.7,2027-02-13
6.3-pixatimod-only-active-oncology-compound,6.3.1,Pixatimod 是腫瘤領域唯一仍在積極推進的 heparanase 抑制劑，但療效有限。,fact,,NCT:NCT05061017,partial,high,2026-08-13,「療效有限」成立：MSS mCRC 客觀緩解率 12%，mPDAC 世代無客觀緩解。「仍在積極推進」不成立：NCT05061017 的試驗方案文件載明 Zucero 於 2024-02-03 終止，停止收案且主持人決定終止追蹤，收案數由 61 降為 14，現狀為 Completed；截至本次查證未見任何新登記的 pixatimod 試驗。「唯一」一項需與其餘 heparanase 抑制劑並列比較，屬 6.3.1 第三批（全域否定與計數型）的範圍，本批不判。狀態時間戳：2024-02-03 終止收案,glycocalyx/heparanase#6.7,2027-02-13
6.3-pixatimod-pg545-same-compound,6.3.2,Pixatimod、PG545 與 PGN626 為同一化合物的不同代號。,fact,in_vitro,PMID:32274726;PMID:32907434;PMID:29531325,partial,high,2026-08-13,Pixatimod 為 PG545 的國際非專利藥名（INN），兩者確認為同一化合物。PGN626 經四種措辭檢索（文獻、公司/註冊、藥物資料庫、結構描述）均無任何記載，statement 須修訂刪除該代號。〔重要〕本列已成立的部分足以確認：本檔 §6.5 表、§2.5、§3.5、§4.5 將 PG545 與 Pixatimod 並列為兩個藥名，是同一化合物被計為兩個，見本批修訂建議,glycocalyx/heparanase#6.7,
6.3-pixatimod-phase1b-2,6.3.1,Pixatimod 的最高臨床階段為 Phase Ib 至 II。,fact,,NCT:NCT05061017;NCT:NCT02042781,verified,high,2026-08-13,註冊確認：NCT02042781 為 Phase Ia 單藥（晚期實體瘤），NCT05061017 原登記 Phase IIa 後改分類為 Phase 2，狀態 Completed。最高階段為 Phase II，statement 的「Phase Ib 至 II」成立。狀態時間戳：NCT05061017 最後更新 2023-12-19（收案關閉、N 由 61 降為 14）。tier 依 backfill.md §3A 替換 2 留空,glycocalyx/heparanase#6.7,2027-08-13
6.3-roneparstat-animal-dkd-dr-efficacy,6.3,Roneparstat 在動物模型中對糖尿病腎病變與視網膜病變有極佳療效。,therapeutic,,,unverified,high,,管線總表第 3 列。「極佳」為程度副詞而無比較基準，原措辭記此。與 6.3-heparanase-inhibitor-dr-animal（§3.5 稱在動物模型中完全阻止 DR 發生）為同方向而強度不同的表述，兩列須併看,glycocalyx/heparanase#6.7,
6.3-roneparstat-development-stalled,6.3.1,Roneparstat 的開發停滯於 Phase I 至 II，主要原因為腫瘤療效有限。,fact,,NCT:NCT01764880,partial,high,2026-08-13,「開發停滯」成立：唯一試驗 NCT01764880 於 2016-11 完成，註冊記錄最後更新 2017-10-23，此後無新試驗登記，與原文所記「2025 年無新試驗登記」一致。「停滯於 Phase I 至 II」應為 Phase I——從未進入 Phase II。「主要原因為腫瘤療效有限」**查無出處**：Phase I 結果（Haematologica 2018）記載各劑量皆耐受良好且安全，未將療效列為停止開發的理由；未找到 Leadiant／Sigma Tau 的公開說明。歸因部分不成立，故判 partial。stale_after 取 24 個月檔（已終結狀態）,glycocalyx/heparanase#6.7,2028-08-13
6.3-roneparstat-mm-phase1-results,6.3,Roneparstat 在晚期多發性骨髓瘤的 Phase I 試驗中有 1 例部分緩解與 2 例長期疾病穩定。,therapeutic,,,unverified,high,,管線總表第 3 列，具名試驗 NCT01764880。原文記其與低劑量 dexamethasone 聯用及最大耐受劑量，劑量依 CLAUDE.md 第 6 條未納入,glycocalyx/heparanase#6.7,
6.3-roneparstat-n-acetylated-glycol-split,6.3.2,Roneparstat 為 100% N-乙醯化且 glycol-split 的非抗凝肝素。,fact,in_vitro,PMID:26762172;PMID:27842848,verified,med,2026-08-13,Glycobiology 2016 逐字為 non-anticoagulant 100% N-acetylated and glycol-split heparin，三項描述全中。PMID:27842848 為首次完整結構鑑定，載明製程順序：全 N-去硫酸化 → N-乙醯化 → 高碘酸氧化／硼氫化還原（glycol-split）。此解開本列與 6.3-noncoag-heparin-minimal-anticoagulation 的表面矛盾——去硫酸化與乙醯化並非兩種說法，是同一製程的先後步驟。兩列併看,glycocalyx/heparanase#6.7,
6.3-roneparstat-phase1-complete-phase2-halted,6.3.1,Roneparstat 的 Phase I 已完成，Phase II 中止或未繼續。,fact,,NCT:NCT01764880,partial,high,2026-08-13,「Phase I 已完成」成立：NCT01764880，Phase 1，狀態 Completed，實際收案 19，2012-11 起、2016-11 完成，主辦 Sigma Tau Research Switzerland（EudraCT 2012-001127-12）。「Phase II 中止或未繼續」——**從未有 Phase II 登記存在**，故「未繼續」成立而「中止」不成立（無可中止之標的）。statement 的選言式使其不為假，但「中止」一詞暗示曾存在該試驗，建議修訂。狀態時間戳：最後更新 2017-10-23，最後驗證 2017-10,glycocalyx/heparanase#6.7,2028-08-13
6.3-sglt2-dkd-progression-40-50pct,6.3,SGLT2 抑制劑降低糖尿病腎病變進展 40-50%。,therapeutic,,~PMID:33217335,partial,high,2026-08-13,方向與量級大致成立但範圍偏高。EMPA-REG OUTCOME 顯示「新發或惡化腎病變」複合終點降低 **39%**，落在所稱「40-50%」之**下界外**。以 ~ 標記為相關但不對位，不對位維度為數值範圍：39% 非 40-50%。〔注意〕該複合終點的組成（進展至大量白蛋白尿、血清肌酸酐倍增、腎臟替代療法、腎病死亡）與 statement 的「糖尿病腎病變進展」不完全等同，惟方向一致。statement 建議修訂為「約 39%（EMPA-REG OUTCOME）」 〔2026-08-13 更正〕原填 tier=rct，違反 SCHEMA §7「不對位文獻（~）不計入 tier」，改為留空。,glycocalyx/heparanase#2.6,
6.3-sglt2-dkd-thickness-30-50pct,6.3,SGLT2 抑制劑使用 6 個月後糖萼厚度恢復 30-50%。,therapeutic,,~PMID:32326806,unsupported,high,2026-08-13,人體研究測的是 PBR（perfused boundary region，單位微米），非「厚度恢復百分比」。PBR 與糖萼厚度**成反比**（PBR 越大厚度越薄），且為紅血球滲入深度的估計值，不是厚度本身；文獻不做「PBR 變化 → 厚度恢復 %」的換算。 現有最相關的人體 RCT 為 PMID:32326806（Ikonomidis 等，160 名第 2 型糖尿病患隨機分派為 insulin／liraglutide／empagliflozin／併用四組），測量時點為基線、**4 個月與 12 個月，無 6 個月**，且顯示糖萼厚度增加者為 GLP-1RA＋SGLT2i **併用組**而非 SGLT2i 單用。不對位維度有三：計量單位（PBR μm vs 厚度 %）、時間窗（4/12 個月 vs 6 個月）、介入（併用 vs 單用）。「30-50%」查無出處,glycocalyx/heparanase#2.5,
6.3-sglt2-dn-trials-30-50pct,6.3,EMPA-REG、CANVAS 與 DECLARE 的子分析顯示 SGLT2 抑制劑降低新發或惡化的神經病變 30-50%。,therapeutic,,!PMID:33217335,unsupported,high,2026-08-13,**具名試驗與所述終點不符**。EMPA-REG OUTCOME 的主要終點為 MACE（心血管死亡、非致死性中風、非致死性心肌梗塞之複合），預先設定的次要分析為心衰住院等；CANVAS 與 DECLARE-TIMI-58 同為心血管結果試驗。**三項試驗均未將神經病變列為終點**，CVOT 的探索性變項清單（心衰住院、全因死亡等）亦不含神經病變。既無該終點，「降低 30-50%」無從產生。以 ! 標記反駁證據,glycocalyx/heparanase#4.5,
6.3-sglt2-dr-thickness-40-60pct,6.3,SGLT2 抑制劑使視網膜糖萼厚度恢復 40-60%。,therapeutic,,~PMID:32326806,unsupported,high,2026-08-13,「視網膜糖萼厚度恢復 40-60%」查無出處。原文標為動物實驗，但同段所引的兩個試驗名稱皆不支持：**DERBI 經檢索查無任何記載**；**DELIGHT 為真實試驗但屬白蛋白尿／CKD 領域**（PMID:30992195，主要終點為第 24 週 UACR 與 HbA1c），與視網膜終點無關。人體研究測的是 PBR（perfused boundary region，單位微米），非「厚度恢復百分比」。PBR 與糖萼厚度**成反比**（PBR 越大厚度越薄），且為紅血球滲入深度的估計值，不是厚度本身；文獻不做「PBR 變化 → 厚度恢復 %」的換算。 與 6.3-sglt2-dkd-thickness-30-50pct、6.3-sglt2-thickness-30-60pct 併看：三個平行值皆無出處,glycocalyx/heparanase#3.5,
6.3-sglt2-dr-trials-macular-edema,6.3,dapagliflozin 與 empagliflozin 在 DERBI 與 DELIGHT 等試驗中顯著減少黃斑水腫與糖尿病視網膜病變進展。,therapeutic,,!PMID:30992195,unsupported,high,2026-08-13,**兩個具名試驗皆不支持**。DERBI：經檢索**查無任何記載**，未見於試驗註冊系統、文獻或藥廠資料。DELIGHT：真實存在（PMID:30992195，Lancet Diabetes Endocrinol 2019）但為**白蛋白尿／慢性腎病試驗**——收案條件為 UACR 30-3500 mg/g 與 eGFR 25-75，主要終點為第 24 週 UACR 與 HbA1c，24 週療程，**無任何視網膜或黃斑終點**。以 ! 標記 DELIGHT 為反駁證據。〔注意〕DERBI 一名於本檔 §7 再度出現，該處抽取時應直接引用本列,glycocalyx/heparanase#3.5,
6.3-sglt2-evidence-1a,6.3,SGLT2 抑制劑對糖萼保護的臨床證據等級為 1A。,therapeutic,,,unsupported,high,2026-08-13,原文以「多項 CVOT、DKD、DR 子分析」為依據但未具名。CVOT（EMPA-REG、CANVAS、DECLARE）的主要終點為 MACE，預先設定次要分析為心衰住院、腎病變複合終點等，**無糖萼終點**（見 6.3-sglt2-dn-trials-30-50pct 的查證）。糖尿病領域現有的 SGLT2i 糖萼人體資料為 PMID:32326806（160 人，PBR 微米），其糖萼厚度增加見於 GLP-1RA＋SGLT2i **併用組**而非 SGLT2i 單用。〔注意〕建列 note 已指出「1A 通常指多項 RCT 或其薈萃分析的直接證據」，查證確認此處無直接證據，1A 是為心腎終點而非糖萼終點取得的。〔欄位層級發現〕本列屬 §5.5 治療總表「臨床證據等級（2025）」欄。該欄的等級**是為別的終點給的**——具名試驗的主要終點為心血管、腎臟或視網膜結果，無一以糖萼為終點，而欄標題寫的是「對糖萼保護的臨床證據等級」。詳見批次報告 2026-08-13h §2。,glycocalyx/heparanase#5.5,
